KO	GeneNumber	Description
K00799	1	 GST, gst; glutathione S-transferase [EC:2.5.1.18]
K02377	1	 TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]
K07391	1	 comM; magnesium chelatase family protein
K01056	1	 PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
K02990	1	 RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6
K03111	1	 ssb; single-strand DNA-binding protein
K02939	1	 RP-L9, MRPL9, rplI; large subunit ribosomal protein L9
K02314	1	 dnaB; replicative DNA helicase [EC:3.6.4.12]
K01652	1	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K02662	1	 pilM; type IV pilus assembly protein PilM
K01191	1	 MAN2C1; alpha-mannosidase [EC:3.2.1.24]
K00945	1	 cmk; CMP/dCMP kinase [EC:2.7.4.25]
K00655	1	 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
K17686	1	 copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]
K00390	1	 cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00848	1	 rhaB; rhamnulokinase [EC:2.7.1.5]
K01491	1	 folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
K01937	1	 pyrG, CTPS; CTP synthase [EC:6.3.4.2]
K01626	1	 E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
K07071	1	 K07071; uncharacterized protein
K01639	1	 E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase [EC:4.1.3.3]
K11707	2	 troA, mntA, znuA; manganese/zinc/iron transport system substrate-binding protein
K11710	2	 troB, mntB, znuC; manganese/zinc/iron transport system ATP- binding protein
K11708	1	 troC, mntC, znuB; manganese/zinc/iron transport system permease protein
K11709	1	 troD, mntD, znuB; manganese/zinc/iron transport system permease protein
K02529	2	 lacI, galR; LacI family transcriptional regulator
K15034	1	 yaeJ; ribosome-associated protein
K01012	1	 bioB; biotin synthase [EC:2.8.1.6]
K01704	1	 leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
